index,source,target,llama_fewshot
772,"വിലകൾക്ക് ഇത് ഒരു മികച്ച ടാക്കി ആണ്. ഇത് നന്നായി പ്രവർത്തിക്കുന്നു, ചിത്രത്തിന്റെ ഗുണനിലവാരം മികച്ചതാണ്.",Its an excellent tacky for the prices. It works well and the picture quality is excellent.,"It is a great value for the price. It works well, and the picture quality is excellent."
773,"പുസ്തകങ്ങൾ വായിക്കുക, സംഗീതം, ലളിതമായ ജോലികൾ എന്നിവ പോലെ ലളിതമായ ഉപയോഗത്തിനുള്ള നല്ല ടാബ്‌ലെറ്റ്.","Good tablet for simple use like reading books, music and simple tasks.","A good tablet for simple use, such as reading books, listening to music, and doing simple tasks."
774,"എന്റെ ഭാര്യ ഇത് ഇഷ്ടപ്പെടുന്നു, അത് വളരെ രസകരമാണ്. സംഗീതം മികച്ചതാണ്, അലക്സ എത്രത്തോളം മനസ്സിലാക്കുന്നു എന്നത് അതിശയകരമാണ്.",My wife loves it and it's a lot of fun. The music is great and it's amazing how much Alexa understands.,"My wife loves it, it's very entertaining. The music is great, how much Alexa can understand is amazing."
775,മികച്ച പഠന ആപ്പുകൾ. എന്റെ 3 വയസ്സുകാരൻ അത് താഴെ വയ്ക്കില്ല.,Great learning apps. My 3 year old won't put it down.,Great learning apps. My 3-year-old doesn't put it down.
776,"നിങ്ങൾ ദീർഘനേരം വായിക്കുമ്പോൾ കിൻഡലിന്റെ ഈ പതിപ്പ് ശരിക്കും ഒരു മികച്ച ജോലി ചെയ്യുന്നു. സ്‌ക്രീൻ നിങ്ങളെ ഔട്ട്‌ഡോർ ഉൾപ്പെടെ വിവിധ പ്രകാശ തലങ്ങളിൽ വായിക്കാൻ അനുവദിക്കുന്നു, എന്നാൽ അതിലും പ്രധാനമായി, നിങ്ങൾ അടുക്കളയിലാണെങ്കിൽ പിന്നെ ഫാമിലി റൂമിലേക്ക് മാറുകയാണെങ്കിൽ, സ്‌ക്രീൻ ക്രമീകരിക്കുന്നതായി തോന്നുന്നു, ഒപ്പം ഈ പുതിയ പതിപ്പ് ഉപയോഗിക്കുന്നത് ശരിക്കും സന്തോഷകരമാക്കുകയും ചെയ്യുന്നു. എന്റെ പഴയ പതിപ്പ്.","This version of the Kindle really does a great job as you read for extended periods. The screen allows you to read in different light levels, including outdoors, but more importantly, if you're in the kitchen and then move into the family room, the screen seems to adjust and really makes it a pleasure to use this new version vs. my older version.","This Kindle version is truly a great job. The screen allows you to read in various light settings, including outdoors, but most importantly, it seems to adjust the screen when you move from the living room to the family room, and this new version is truly a pleasure to use, much better than my old one."
777,"ഗംഭീര ഉൽപ്പന്നം. ഞാൻ സന്തോഷത്തോടെ ആശ്ചര്യപ്പെട്ടു. തീ എന്റെ പ്രതീക്ഷകളെ കവിഞ്ഞു. വില അക്ഷരാർത്ഥത്തിൽ ഒരു ഐപാഡിന്റെ ഒരു ഭാഗമായിരുന്നു, എന്നിട്ടും ഇതിന് സമാന പ്രവർത്തനക്ഷമതയുണ്ട്. എനിക്ക് അത് വളരെ ഇഷ്ടപ്പെട്ടു, പിറ്റേന്ന് ഞാൻ തിരിച്ചെത്തി, എന്റെ ഭാര്യക്ക് മറ്റൊന്ന് വാങ്ങി.","Terrific product. I was pleasantly surprised. The fire exceeded my expectations. The cost was literally a fraction of an ipad, yet it has the same functionality. I liked it so much that I returned the next day and got another for my wife.","I am thoroughly impressed with the product. I was delighted with my purchase. The Fire exceeded my expectations. The price was a fraction of what an iPad would cost, yet it has similar functionality. I really like it, and I went back the next day and bought another one for my wife."
778,"ആമസോൺ എക്കോ ഒരു അത്ഭുതകരമായ ക്രിസ്മസ് സമ്മാനമായിരുന്നു. നിങ്ങൾക്ക് അറിയേണ്ടതെന്തും, അലക്സയോട് ചോദിക്കൂ, അവൾ ഉത്തരം നൽകും!","The Amazon Echo was a wonderful Christmas gift. Anything you want to know, just ask Alexa and she will answer!","Amazon Echo was an amazing Christmas gift. You know what to do, just ask Alexa, and she will answer!"
779,"എന്റെ സുഹൃത്തിന് ഒരു ക്രിസ്മസ് സമ്മാനമായി ഇത് വാങ്ങി. ഇത് അവളുടെ ആദ്യത്തെ ടാബ്‌ലെറ്റാണ്, അവൾ ഇത് ഇഷ്ടപ്പെടുന്നു.",It bought this as a christmas gift for my friend. This is her first tablet and she loves it.,My friend got this as a Christmas gift. It's her first tablet and she loves it.
780,"രസകരമായ ഉൽപ്പന്നം. വാക്കാലുള്ള കമാൻഡുകൾ വഴിയുള്ള സൂപ്പർ എളുപ്പത്തിലുള്ള ആക്‌സസ് ഉപയോഗിച്ച് മുഴുവൻ സംഗീത ശേഖരവും ഒരിടത്ത് സ്ഥാപിക്കുന്നതിന് പ്രത്യേകിച്ചും സൗകര്യപ്രദമാണ്. പാചകം ചെയ്യുമ്പോൾ ടൈമർ സജ്ജീകരിക്കുകയോ ഷോപ്പിംഗ് ലിസ്റ്റ് രേഖപ്പെടുത്തുകയോ ചെയ്യുന്നത് പോലുള്ള ഹാൻഡ്‌സ് ഫ്രീ നൊട്ടേഷനും സൗകര്യപ്രദമാണ്. ""അലക്സാ- 5 മിനിറ്റ് ടൈമർ സജ്ജമാക്കി ഷോപ്പിംഗ് ലിസ്റ്റിലേക്ക് വെളുത്തുള്ളി ചേർക്കുക""","Fun product. Especially handy for putting entire music collection in one place with Super easy access via verbal commands. Also handy for hands free notation such as setting timer while cooking or jotting down shopping list. ""Alexa- set timer for 5 minutes and add garlic to shopping list""","It is a fun product. Super easy access using voice commands, especially for setting up and accessing my entire music library in one place. It's convenient to set a timer while cooking or to add items to a shopping list, such as Alexa - 5 minute timer set, add white onion to shopping list."
781,"അതിശയകരമായ ചെറിയ ടാബ്‌ലെറ്റ്. ഇത് ഏറ്റവും വേഗതയേറിയതല്ല, പക്ഷേ അത് ജോലി പൂർത്തിയാക്കുന്നു. ഒരെണ്ണം അച്ഛന് വേണ്ടിയും ഒരെണ്ണം എനിക്ക് വേണ്ടിയും വാങ്ങി. YouTube-ലും ഓൺലൈൻ ബ്രൗസിംഗിലും DIY വീഡിയോകൾ കാണുന്നതിന് അദ്ദേഹം ഇത് ഉപയോഗിക്കുന്നു. ഞാനും അതുതന്നെ ചെയ്യുന്നു, ഒപ്പം എന്റെ Spotify പ്ലേലിസ്റ്റുകളും ശ്രദ്ധിക്കുന്നു. അതും വളരെ വിലകുറഞ്ഞതാണ്!","Awesome little tablet. It isn't the fastest, but it gets the job done. Bought one for my father and one for myself. He uses it to watch DIY videos on YouTube and online browsing. I do the same and also listen to my Spotify playlists. It's pretty cheap too!","I really like how small this amazing little tablet is and the fact that the screen is in color. One of them I bought for my dad and one for myself. He uses it to watch YouTube videos and browse online for DIY videos. I do the same, and I also listen to my Spotify playlists. And it's very cheap!"
