source,target
<E2M> Got my granddaughter one & i surprisely received one for Christmas! Now i can do more while laying in bed! And my grandbaby get to watch Nick jr. On jer own leisure!,"എന്റെ granddaughter നു one വാങ്ങി, എനിക്ക് Christmas ന് ഒന്ന് കിട്ടി. ഇപ്പോൾ bed ൽ കിടക്കുമ്പോൾ കൂടുതൽ ചെയ്യാൻ കഴിയും, grandbaby Nick jr. കാണാം."
<E2M> After setting up the Amazon Fire it froze on me and I had to return it !,"Amazon Fire set up ചെയ്തതിന് ശേഷം അത് freeze ആയി, എനിക്ക് അത് return ചെയ്യേണ്ടിവന്നു!"
"<M2E> എന്റെ wife തനിക്കായി വാങ്ങി, loves it, രണ്ടു മാസം ആയി use ചെയ്യുന്നു",my wife bought this for herself and loves it. has had it for two months
"<M2E> my kids ഇത് like ചെയ്യുന്നു, application amazing ആണ്, എല്ലാ kids നും recommend ചെയ്യുന്നു","My kids like it, and the application is amazing.I recommend it for all kids"
"<M2E> amazing ആണ്! kids wanted എല്ലാം ഈ tablet ആണ്. learning ന് help ചെയ്യുന്നു, കൂടാതെ oldest son college textbooks ഇതിൽ ഉപയോഗിക്കുന്നു. great product ആണ്.",Amazing! The tablet is everything the kids wanted! It not only helps with learning. But my oldest son got college text books on it! Great product
"<M2E> price ന് kids നു ഈ tablet beat ചെയ്യാൻ കഴിയില്ല. Amazon restricted App Store ഇഷ്ടമല്ല, പക്ഷേ device very good ആണ്. curfew feature love ആണ്, child access control set ചെയ്യാം.","For the price you can't beat this tablet for kids. I'm not a fan of Amazon's super restricted App Store, but the device itself is very good. I love the curfew feature. You can set up times that a child can or can't access the tablet without your permission."
<M2E> yeeeeaaaahhhhh kids love this and so do I,yeeeeaaaahhhhh kids love this and so do i...thanks again
"<E2M> It's pretty good for the price! I bought mine for my kids to share and use.For this price, you may just want to buy one for each kid since mine tend to fight over it! The charging port on mine seems to not be working well (have to push it up to connect properly), but the kids tend to just rip the power cord out without any care. You may not have the same problem.","price ന് pretty good ആണ്. kids share ചെയ്യാൻ വാങ്ങി. charging port issue ഉണ്ട്, പക്ഷേ kids power cord care ഇല്ലാതെ remove ചെയ്യുന്നു. same problem വരണമെന്നില്ല."
<E2M> Nice handheld size. Clear text. Easy to read books on.,"nice handheld size ആണ്, text clear ആണ്, books read easy ആണ്."
<E2M> There doesn't seem to be much for 4K programs. Hopefully more to come.,"4K programs കുറവാണ്, future ൽ കൂടുതൽ വരുമെന്ന് hope ചെയ്യുന്നു."
"<M2E> grandson വേണ്ടിയിരുന്ന product ആണ്. perfect price, open ചെയ്യാൻ wait ചെയ്യാൻ കഴിയില്ല","Just what my grandson wanted. Perfect price, can't wait until he opens it"
<E2M> Very easy to use and it's everything that I wanted and thought it would be,"very easy to use ആണ്, ഞാൻ expect ചെയ്തത് പോലെ എല്ലാം ഉണ്ട്"
<E2M> This is a great item. I connected it with no problem. The streaming features are awesome.,ഇത് great item ആണ്. Problem ഇല്ലാതെ connect ചെയ്തു. Streaming features awesome ആണ്.
<E2M> Still learning about my Echo but so far just love it!,"ഇപ്പോഴും എന്റെ Echoയെക്കുറിച്ച് learn ചെയ്യുന്നു, പക്ഷേ ഇതുവരെ just love ചെയ്യുന്നു!"
"<E2M> This is truly a great streamer! I know you have other video streamers which are great and I'm sure they are but I used this video streamer for Pandora, YouTube, Netflix, CNBC, and Slingbox and I have to say, it is absolutely great. I've had no issues since installing it.","ഇത് truly great streamer ആണ്. Pandora YouTube Netflix CNBC Slingbox എന്നിവയ്ക്ക് use ചെയ്തു, absolutely great ആണ്. install ചെയ്തതിന് ശേഷം issues ഒന്നുമില്ല."
"<E2M> It is by far the best piece of electronics I have purchased (ok, to an extent). Better than Siri and asking for any song to be played at any moment you are thinking of it is amazing!","ഞാൻ വാങ്ങിയ best electronics ആണ്. Siri നേക്കാൾ better ആണ്, ഏത് song വേണമെങ്കിലും ask ചെയ്ത് play ചെയ്യാൻ amazing ആണ്"
"<M2E> Amazon Echo great ആണ്, voice control easy ആണ്",Amazon Echo's are great. Easy to use voice control.
<E2M> Easy to set up and useEasy to read even in sunlight No artificial light needed in the dark Very portable. Fits in purse,"easy to set up, easy to use. sunlight ൽ പോലും easy to read. dark ൽ artificial light വേണ്ട. very portable, purse ൽ fit ചെയ്യും."
"<M2E> great quality movies ആണ്, Amazon Fire Stick Amazon box ൽ best thing ആണ്.",Great quality great movies the Amazon Fire Stick in the Amazon box is the best thing I ever had
"<M2E> house ന് great addition. music on demand, timer, ocean sounds, expanding skills. worth the purchase.",Great addition to the house from everything for playing music on demand a timer ocean sounds at night and the skills are always expanding well worth the purchase
"<E2M> Takes getting use to asking the questions in the right way. Alexa is still learning so at times can be frustrating when asking questions. Great for music, weather, dates, and schedule requests. Its an entertaining companion when your home and enjoying some private time.","questions ശരിയായി ചോദിക്കാൻ practice വേണം. Alexa still learning ആണ്, ചിലപ്പോൾ frustrating ആണ്. music weather dates schedule requests ന് great ആണ്. entertaining companion ആണ്."
<M2E> ഇത് a good hands free product ആണ് questions ചോദിക്കാനും music play ചെയ്യാനും കഴിയുന്നത് ഇഷ്ടമാണ്,"This is a good hands free product, I like being able to ask it questions and have it play the music I want to listen to."
"<E2M> Can't wait to pair with smart items, a little large but ok","smart items ലേക്ക് pair ചെയ്യാൻ wait ചെയ്യാനാവില്ല, little large ആണ് but ok"
"<M2E> ഇത് great tablet ആണ്, anyone ന് easy to use ആണ്",This is a great tablet for anyone easy to use!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
<M2E> എല്ലാ accounts playlists വഴി music കേൾക്കാൻ great way ആണ്. voice commands ഇത് simple ആക്കുന്നു.,Great way to listen to your music through all of your accounts and play lists. The voice commands make it real simple. I
<M2E> house ൽ useful. many options.,Nice to have around house.May options to using this unit.
"<M2E> son വേണ്ടി വാങ്ങി, travel ന് love ചെയ്യുന്നു.",I got it for my son he loves it very good for travel
"<M2E> correct ആയി work ചെയ്യുമ്പോൾ great device ആണ്, ചിലപ്പോൾ connectivity slow ആണ്, remote ചില ദിവസങ്ങളിൽ work ചെയ്യില്ല",Great device when working correctly. Every once and a while it gets slow with connectivity and the remote has its days that it doesn't work.
<M2E> bed ൽ Netflix കാണാനും relax ചെയ്യാനും nice ആണ്,nice to have to watch netflexs on in bed and relax.
