index,manglish,eng,mal,gpt5_fewshot
828,Amazon purchase ഇല്ലാതെ free books കൂടുതൽ വേണം.,I wish i could find more free books instead of Amazon purchase.,ആമസോൺ വാങ്ങുന്നതിനുപകരം കൂടുതൽ സൗജന്യ പുസ്തകങ്ങൾ കണ്ടെത്താനാകുമെന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു.,I want more free books without Amazon purchase.
829,"എന്റെ Kindle Fire ഞാൻ love ചെയ്യുന്നു. എനിക്ക് വേണ്ടത് എല്ലാം ചെയ്യുന്നു, more ചെയ്യുന്നു",I love my kindle fire. It does exactly what I need it to do and more,ഞാൻ എന്റെ കത്തിക്കയറുന്ന തീയെ സ്നേഹിക്കുന്നു. എനിക്ക് ചെയ്യേണ്ടതും അതിലേറെയും അത് കൃത്യമായി ചെയ്യുന്നു,I love my Kindle Fire. It does everything I need and more.
830,"teacher ആയി Thanksgiving sale ൽ പലതും വാങ്ങി, classroom ൽ extra web browser ആയി great ആണ്, easy setup ആണ്, daily use ന് affordable reliable tablet ആണ്.","I am a teacher and bought a many of these during the Thanksgiving weekend sale. They have been a great asset in the classroom as an extra web browser. They are easy to use and set up. I don't personally read much on these devices, but would recommend them as an affordable and reliable tablet for every day use.","ഞാൻ ഒരു അധ്യാപകനാണ്, താങ്ക്സ്ഗിവിംഗ് വാരാന്ത്യ വിൽപ്പനയിൽ ഇവയിൽ പലതും വാങ്ങി. ഒരു അധിക വെബ് ബ്രൗസറെന്ന നിലയിൽ ക്ലാസ് മുറിയിൽ അവ ഒരു വലിയ ആസ്തിയാണ്. അവ ഉപയോഗിക്കാനും സജ്ജീകരിക്കാനും എളുപ്പമാണ്. ഈ ഉപകരണങ്ങളിൽ ഞാൻ വ്യക്തിപരമായി അധികം വായിക്കാറില്ല, എന്നാൽ എല്ലാ ദിവസവും ഉപയോഗിക്കുന്നതിന് താങ്ങാനാവുന്നതും വിശ്വസനീയവുമായ ടാബ്‌ലെറ്റായി അവ ശുപാർശ ചെയ്യുന്നു.","As a teacher, I bought many during the Thanksgiving sale. It is great as an extra web browser in the classroom. Easy setup and an affordable, reliable tablet for daily use."
831,"Google Chromecast Apple TV Roku products നെക്കാൾ ഈ device recommend ചെയ്യുന്നു, jailbreak easy ആണ്, internet instructions ഉപയോഗിച്ച് ചെയ്യാം.","I would recommend this device over the google chrome cast, Apple TV, or roku products based on the ability to jailbreak the device/. It is very easy to jailbreak and well worth it with the step-by-step instructions available on the Internet.","ഞാൻ ഈ ഉപകരണം ഗൂഗിൾ ക്രോം കാസ്റ്റ്, ആപ്പിൾ ടിവി, അല്ലെങ്കിൽ ഉപകരണം ജയിൽ ബ്രേക്ക് ചെയ്യാനുള്ള കഴിവിനെ അടിസ്ഥാനമാക്കി റോക്കു ഉൽപ്പന്നങ്ങൾ എന്നിവയിൽ ശുപാർശ ചെയ്യും. ഇന്റർനെറ്റിൽ ലഭ്യമായ ഘട്ടം ഘട്ടമായുള്ള നിർദ്ദേശങ്ങൾ ഉപയോഗിച്ച് ജയിൽ ബ്രേക്ക് ചെയ്യുന്നത് വളരെ എളുപ്പമാണ്.","I recommend this device over Google Chromecast, Apple TV, and Roku products. Jailbreak is easy and can be done using internet instructions."
832,എന്റെ echo ഇല്ലാതെ ഞാൻ കഴിയില്ല അത് എന്റെ appointments manage ചെയ്യാൻ help ചെയ്യുന്നു,Love my echo without it Ill die it helps me with my appointments .,അതില്ലാതെ എന്റെ പ്രതിധ്വനിയെ സ്നേഹിക്കുക അസുഖം മരിക്കുന്നു അത് എന്റെ അപ്പോയിന്റ്മെന്റുകളിൽ എന്നെ സഹായിക്കുന്നു.,I cannot live without my Echo. It helps manage my appointments.
833,"Simply amazing. Background music, Prime playlists access great ആണ്. Weather, alarms, shopping list, trivia എല്ലാം Alexa ചെയ്യും","Simply amazing! Forgot how much I love having music on in the background during the day and with access to Prime Playlists it's an outstanding deal. Weather forecasts, ""who's that actor that was in...."", set an alarm for a reminder, add items to shopping list, trivia questions-you name it, Alexa does it. Tell her goodnight, and she responds kindly with goodnight. Been on the fence for awhile about purchasing this and now I am so glad I went for it","ലളിതമായി അത്ഭുതകരമായ! പകൽ സമയത്ത് പശ്ചാത്തലത്തിൽ സംഗീതം ഓണാക്കാൻ ഞാൻ എത്രമാത്രം ഇഷ്ടപ്പെടുന്നുവെന്നത് മറന്നുപോയി, പ്രൈം പ്ലേലിസ്റ്റുകളിലേക്കുള്ള ആക്‌സസ് ഇത് ഒരു മികച്ച ഇടപാടാണ്. കാലാവസ്ഥാ പ്രവചനങ്ങൾ, ""ആരായിരുന്നു ആ നടൻ...."", ഒരു ഓർമ്മപ്പെടുത്തലിനായി ഒരു അലാറം സജ്ജമാക്കുക, ഷോപ്പിംഗ് ലിസ്റ്റിലേക്ക് ഇനങ്ങൾ ചേർക്കുക, നിസ്സാര ചോദ്യങ്ങൾ-നിങ്ങൾ പേരിടുക, അലക്സ അത് ചെയ്യുന്നു. അവളോട് ശുഭരാത്രി പറയുക, അവൾ ശുഭരാത്രിയോടെ ദയയോടെ പ്രതികരിക്കുന്നു. ഇത് വാങ്ങുന്നതിനെക്കുറിച്ച് കുറച്ച് നേരം വേലിയിൽ ആയിരുന്നു, ഇപ്പോൾ ഞാൻ അതിന് പോയതിൽ വളരെ സന്തോഷമുണ്ട്","Simply amazing. Background music and access to Prime playlists are great. Alexa handles weather, alarms, shopping lists, and trivia."
834,"Whole home connect ചെയ്തിട്ടുണ്ട്, ഞങ്ങൾ ചോദിക്കുന്നതെല്ലാം handle ചെയ്യുന്നു, great work ചെയ്യുന്നു കൂടാതെ പല കാര്യങ്ങളും ചെയ്യുന്നു.",we have hooked up to the whole home and it will take care of anything we ask it works great and does so much.,"ഞങ്ങൾ മുഴുവൻ വീടുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു, ഞങ്ങൾ ആവശ്യപ്പെടുന്നതെന്തും അത് പരിപാലിക്കും, അത് മികച്ച രീതിയിൽ പ്രവർത്തിക്കുകയും വളരെയധികം ചെയ്യുകയും ചെയ്യുന്നു.","The whole home is connected. It handles everything we ask and works great, doing many things."
835,"price ന് excellent reader, product ആണ്, very easy to use.",Excellent Reader and Product for the price. Very easy to use,വിലയ്ക്ക് മികച്ച വായനക്കാരനും ഉൽപ്പന്നവും. ഉപയോഗിക്കാൻ വളരെ എളുപ്പമാണ്,It is an excellent reader for the price and very easy to use.
836,"flights ന് cheap option ആയി വാങ്ങി, disappoint ചെയ്തില്ല. battery life good ആണ്, screen average ആണ്.",Wanted something cheap to bring on flights and this did not disappoint. Battery life is good and screen is average at best.,"ഫ്ലൈറ്റുകളിൽ വിലകുറഞ്ഞ എന്തെങ്കിലും കൊണ്ടുവരാൻ ആഗ്രഹിച്ചു, ഇത് നിരാശപ്പെടുത്തിയില്ല. ബാറ്ററി ലൈഫ് മികച്ചതാണ്, സ്‌ക്രീൻ ശരാശരിയാണ്.",Bought it as a cheap option for flights and it did not disappoint. Battery life is good and the screen is average.
837,"ഈ Kindle great ആണ്, perfect size ആണ്. navigate ചെയ്യാൻ easy ആണ്. family വേണ്ടി ഞാൻ രണ്ട് കൂടി purchase ചെയ്തു.","This kindle is great, perfect size. Easy to navigate. I even purchased two more for family","ഈ കിൻഡിൽ മികച്ചതാണ്, തികഞ്ഞ വലുപ്പമാണ്. നാവിഗേറ്റ് ചെയ്യാൻ എളുപ്പമാണ്. കുടുംബത്തിനായി ഞാൻ രണ്ടെണ്ണം കൂടി വാങ്ങി",This Kindle is great and the size is perfect. Easy to navigate. I bought two more for the family.
