text,transliterated,translated_text
ഇതെന്താ യൂട്യൂബ് ചാനൽ നടത്തുന്ന ആരെങ്കിലും ആണോ സൗണ്ട് ഡിസൈൻ ചെയ്തത് trailer is highly amateurish,ഇതെന്താ യൂട്യൂബ് ചാനൽ നടത്തുന്ന ആരെങ്കിലും ആണോ സൗണ്ട് ഡിസൈൻ ചെയ്തത് ത്രൈലേര് ഇസ് ഹിഘ്ല്യ് അമതേഉരിശ്,
last vanna chullan chekkante peronnu paranju tharuvo,ലസ്ത് വന്ന ചുല്ലന് ചേക്കന്തേ പേരോന്നു പരന്ജു ഥരുവോ,
ee cinima kannan athin oru name mathii s sunny,ഈ ചിനിമ കന്നന് അഥിന് ഓരു നമേ മഥീ സ് സുന്ന്യ്,
ithu oru onnonnara item aayi poi,ഇഥു ഓരു ഓന്നോന്നര ഇതേമ് ആയി പോഇ,
ആശാനേ ജോഷി കലക്കി ആശാനേ pmj കലക്കി മുത്തേ എന്നാലും പൊറിഞ്ചുനെ നമ്മുടെ ഐപ്പ് ഏട്ടൻ ചെയ്തത് ശെരിയയില്ല,ആശാനേ ജോഷി കലക്കി ആശാനേ പ്മ്ജ് കലക്കി മുത്തേ എന്നാലും പൊറിഞ്ചുനെ നമ്മുടെ ഐപ്പ് ഏട്ടൻ ചെയ്തത് ശെരിയയില്ല,
trailer kanderom thonnunnethu mamangathe kaal super aayirikkum ennanu,ത്രൈലേര് കന്ദേരോമ് ഥോന്നുന്നേഥു മമന്ഗഥേ കാല് സുപേര് ആയിരിക്കുമ് ഏന്നനു,
onathine erekum ennu paranju kulam ayyi lle ethe epolla enni ereka wait cheyuthu maduthu,ഓനഥിനേ ഏരേകുമ് ഏന്നു പരന്ജു കുലമ് അയ്യി ല്ലേ ഏഥേ ഏപോല്ല ഏന്നി ഏരേക വൈത് ചേയുഥു മദുഥു,
murivetta simhathintte shyasam garjanthekal bayankaramayirunnu vannu vannu avan vannuikkaa love you,മുരിവേത്ത സിമ്ഹഥിന്ത്തേ ശ്യസമ് ഗര്ജന്ഥേകല് ബയന്കരമയിരുന്നു വന്നു വന്നു അവന് വന്നുഇക്കാ ലോവേ യോഉ,
monthakkonnu koduthitt kannadi eduthu kanich kodu apo kanam mookkuthi,മോന്ഥക്കോന്നു കോദുഥിത്ത് കന്നദി ഏദുഥു കനിച് കോദു അപോ കനമ് മൂക്കുഥി,
ഇതിൽ ഇപ്പൊ ആരാ വില്ലൻ ആരാ നായകൻ,ഇതിൽ ഇപ്പൊ ആരാ വില്ലൻ ആരാ നായകൻ,
model school il padichavar like adikuu,മോദേല് സ്ചൂല് ഇല് പദിചവര് ലികേ അദികൂ,
keep going mammukka katta waiting,കീപ് ഗോഇന്ഗ് മമ്മുക്ക കത്ത വൈതിന്ഗ്,
ഈ പാട്ട് theatre ൽ ഇരുന്നു കണ്ടവർക്ക് അറിയാം ഫീൽ എന്താണെന്ന് theatre ലെ സൗണ്ട് സിസ്റ്റം ഓ ഒരു രക്ഷയില്ല ഈ പാട്ടിന്,ഈ പാട്ട് ഥേഅത്രേ ൽ ഇരുന്നു കണ്ടവർക്ക് അറിയാം ഫീൽ എന്താണെന്ന് ഥേഅത്രേ ലെ സൗണ്ട് സിസ്റ്റം ഓ ഒരു രക്ഷയില്ല ഈ പാട്ടിന്,
ട്രയ്ലർ കസറി ഇനി പടം വരട്ടെ ജോഷി സാർ എല്ലാ വിധ ഭാവങ്ങളും നേരുന്നു,ട്രയ്ലർ കസറി ഇനി പടം വരട്ടെ ജോഷി സാർ എല്ലാ വിധ ഭാവങ്ങളും നേരുന്നു,
ഇത്ര ഷോകം സിനിമ എന്റെ ജീവിതത്തിൽ ഞ്ഞാൻ കണ്ടിട്ടില്ല,ഇത്ര ഷോകം സിനിമ എന്റെ ജീവിതത്തിൽ ഞ്ഞാൻ കണ്ടിട്ടില്ല,
ഇവിടെ കിടന്നെങ്ങാനും ഷോ ഇറക്കാനാണ് പ്ലാനെങ്കിൽ രണ്ടിനെയും എടുത്ത് തെങ്ങിന്റെ മൂട്ടിലിട്ട് നല്ല വീക്ക് വീക്കും കെട്ടാ ബോണി പറയാൻ പറഞ്ഞു,ഇവിടെ കിടന്നെങ്ങാനും ഷോ ഇറക്കാനാണ് പ്ലാനെങ്കിൽ രണ്ടിനെയും എടുത്ത് തെങ്ങിന്റെ മൂട്ടിലിട്ട് നല്ല വീക്ക് വീക്കും കെട്ടാ ബോണി പറയാൻ പറഞ്ഞു,
ലിന്റപ്പന്റെ ബാഗിൽ കാണും അല്ലെകിൽ രവി പപ്പൻ എടുത്ത് കാണും,ലിന്റപ്പന്റെ ബാഗിൽ കാണും അല്ലെകിൽ രവി പപ്പൻ എടുത്ത് കാണും,
ദിവസം 1വീതം 3 നേരം ഈ പാട്ട് കേൾക്കുന്നവർ ലൈക്കികോ,ദിവസം ൧വീതം ൩ നേരം ഈ പാട്ട് കേൾക്കുന്നവർ ലൈക്കികോ,
dq വന്ന് ട്രൈലറിന് കമന്റ് ഇട്ട എല്ലാ പടങ്ങളും ഹിറ്റ് ആയ ചരിത്രമേ ഉള്ളൂ,ദ്q് വന്ന് ട്രൈലറിന് കമന്റ് ഇട്ട എല്ലാ പടങ്ങളും ഹിറ്റ് ആയ ചരിത്രമേ ഉള്ളൂ,
vineeth sreenivasan ennnu kanda pinne onnum nokkanda padam vere level ayirikkum,വിനീഥ് സ്രീനിവസന് ഏന്ന്നു കന്ദ പിന്നേ ഓന്നുമ് നോക്കന്ദ പദമ് വേരേ ലേവേല് അയിരിക്കുമ്,
oru thrilling und padathilum ith muzhuneelam undakumennu karuthunnavar like here,ഓരു ഥ്രില്ലിന്ഗ് ഉന്ദ് പദഥിലുമ് ഇഥ് മുഴുനീലമ് ഉന്ദകുമേന്നു കരുഥുന്നവര് ലികേ ഹേരേ,
ഡൈലോഗ് പോരാ ഇത് ചാരിത്ര സിനിമയാണ് ചത്തഡൈലോഗ് ഒരു പൗരുസംവേണം,ഡൈലോഗ് പോരാ ഇത് ചാരിത്ര സിനിമയാണ് ചത്തഡൈലോഗ് ഒരു പൗരുസംവേണം,
പ്രേമിക്കുന്നവാർക്ക് പറ്റിയ അടി പോളി song,പ്രേമിക്കുന്നവാർക്ക് പറ്റിയ അടി പോളി സോന്ഗ്,
e comments il parayunnathra oola song aayit enik thonniyilllaa kettirikkan oru impamokkke und jimmikki kammal polokkeyulloru song athra thane but a songile nadi iniya alla matte heroine enthoru height aanu anthinu oru mathiri eduppu kuthirapole,ഏ ചോമ്മേന്ത്സ് ഇല് പരയുന്നഥ്ര ഊല സോന്ഗ് ആയിത് ഏനിക് ഥോന്നിയില്ല്ലാ കേത്തിരിക്കന് ഓരു ഇമ്പമോക്ക്കേ ഉന്ദ് ജിമ്മിക്കി കമ്മല് പോലോക്കേയുല്ലോരു സോന്ഗ് അഥ്ര ഥനേ ബുത് അ സോന്ഗിലേ നദി ഇനിയ അല്ല മത്തേ ഹേരോഇനേ ഏന്ഥോരു ഹേഇഘ്ത് ആനു അന്ഥിനു ഓരു മഥിരി ഏദുപ്പു കുഥിരപോലേ,
പാട്ടു കിടു ആണ് പക്ഷെ ഈ പാട്ടിൻ്റെ വേറെ ഒരു വേർഷൻ ഉണ്ട് കോഴിക്കോട് പിള്ളേരുടെ ഒന്നു അടിച്ച് നോക്കൂ pagli band inte രക്ഷ ഇല്ല,പാട്ടു കിടു ആണ് പക്ഷെ ഈ പാട്ടിൻ്റെ വേറെ ഒരു വേർഷൻ ഉണ്ട് കോഴിക്കോട് പിള്ളേരുടെ ഒന്നു അടിച്ച് നോക്കൂ പഗ്ലി ബന്ദ് ഇന്തേ രക്ഷ ഇല്ല,
entammooooo oru raksha illatha trailer bgmil evidekkeyo avengersinte bgm ullath poole thonnunnath enik maathram aano,ഏന്തമ്മൂഊഓ ഓരു രക്ശ ഇല്ലഥ ത്രൈലേര് ബ്ഗ്മില് ഏവിദേക്കേയോ അവേന്ഗേര്സിന്തേ ബ്ഗ്മ് ഉല്ലഥ് പൂലേ ഥോന്നുന്നഥ് ഏനിക് മാഥ്രമ് ആനോ,
pala bgm um ketta pole thonnunundelum kidu feel,പല ബ്ഗ്മ് ഉമ് കേത്ത പോലേ ഥോന്നുനുന്ദേലുമ് കിദു fീല്,
nammude swantham govt model skool athoru skool alla oru vigarama,നമ്മുദേ സ്വന്ഥമ് ഗോവ്ത് മോദേല് സ്കൂല് അഥോരു സ്കൂല് അല്ല ഓരു വിഗരമ,
ikka uyir akka athukkum mele waiting for akka with ikkasunny,ഇക്ക ഉയിര് അക്ക അഥുക്കുമ് മേലേ വൈതിന്ഗ് fോര് അക്ക വിഥ് ഇക്കസുന്ന്യ്,
psc padikkunna katta ikka fans ente channeline onn subscribe chyamo nb katta ikka fanz matram,പ്സ്ച് പദിക്കുന്ന കത്ത ഇക്ക fന്സ് ഏന്തേ ചന്നേലിനേ ഓന്ന് സുബ്സ്ച്രിബേ ച്യമോ ന്ബ് കത്ത ഇക്ക fന്z് മത്രമ്,
1 44 mammookkkkaaa mammookkkaa unni mugundhan okkee endhuuu,൧ ൪൪ മമ്മൂക്ക്ക്കാഅ മമ്മൂക്ക്കാ ഉന്നി മുഗുന്ധന് ഓക്കീ ഏന്ധൂഉ,
എല്ലാവരും അഭിനയം പറയുമ്പോൾ ഏറ്റവും പൊളി bgm ആണെന്ന് തോന്നിയത് എനിക്ക് മാത്രമാണോ sushin shyam,എല്ലാവരും അഭിനയം പറയുമ്പോൾ ഏറ്റവും പൊളി ബ്ഗ്മ് ആണെന്ന് തോന്നിയത് എനിക്ക് മാത്രമാണോ സുശിന് ശ്യമ്,
aa posteril kanda hand gotil ullatalle,ആ പോസ്തേരില് കന്ദ ഹന്ദ് ഗോതില് ഉല്ലതല്ലേ,
no raksha mammokka poli ikka fans like here,നോ രക്ശ മമ്മോക്ക പോലി ഇക്ക fന്സ് ലികേ ഹേരേ,
uff mammookka entry bgm stunning trailer,ഉf്f് മമ്മൂക്ക ഏന്ത്ര്യ് ബ്ഗ്മ് സ്തുന്നിന്ഗ് ത്രൈലേര്,
മമ്മൂട്ടിക്ക് എല്ലാ കഴിവും ഉണ്ട് പക്ഷേ സിനിമ വിജയിക്കാൻ ഞാൻ സലിം കുമാർ സുരാജ് വെഞ്ഞാറമൂട് വേണം ഉദാഹരണം മായാവി സിനിമ കണ്ടുകഴിഞ്ഞാൽ ആരെയാണ് നമ്മൾ ഓർക്കുക അ അതുപോലെ ചട്ടമ്പിനാട് സുരാജ് വെഞ്ഞാറമൂട് ദശമൂലം ദാമു മമ്മൂട്ടി പടം വിജയിക്കണമെങ്കിൽ പല നടന്മാരും ആവശ്യമാണ്,മമ്മൂട്ടിക്ക് എല്ലാ കഴിവും ഉണ്ട് പക്ഷേ സിനിമ വിജയിക്കാൻ ഞാൻ സലിം കുമാർ സുരാജ് വെഞ്ഞാറമൂട് വേണം ഉദാഹരണം മായാവി സിനിമ കണ്ടുകഴിഞ്ഞാൽ ആരെയാണ് നമ്മൾ ഓർക്കുക അ അതുപോലെ ചട്ടമ്പിനാട് സുരാജ് വെഞ്ഞാറമൂട് ദശമൂലം ദാമു മമ്മൂട്ടി പടം വിജയിക്കണമെങ്കിൽ പല നടന്മാരും ആവശ്യമാണ്,
